fit_time,index,name,score,score_time
2.625,"2
(100.100)",Neural Network w/ 2 layers,0.794249022892239,0.03500008583068848
5.039999961853027,"3
(100.100.100)",Neural Network w/ 3 layers,0.7895961287921087,0.0559999942779541
18.817000150680542,"4
(100.100.100.100)",Neural Network w/ 4 layers,0.794714312302252,0.06599998474121094
9.310999870300293,"5
(100.100.100.100.100)",Neural Network w/ 5 layers,0.7856876977479993,0.07600021362304688
