degree,fit_time,gamma,index,kernel,name,score,score_time
3,448.3510000705719,0.66,rbf (3),rbf,SVM,0.7627954587753583,42.61699986457825
4,444.53799986839294,0.66,rbf (4),rbf,SVM,0.7627954587753583,42.855000019073486
