fit_time,index,n_neighbors,name,score,score_time
0.32899999618530273,30,30,KNN,0.8016936534524475,1.1629998683929443
0.3100001811981201,31,31,KNN,0.8016936534524475,0.9839999675750732
0.30699992179870605,32,32,KNN,0.8009491903964265,0.9869999885559082
0.3019998073577881,33,33,KNN,0.8014144798064397,0.9890000820159912
0.3250000476837158,34,34,KNN,0.800856132514424,1.00600004196167
0.32000017166137695,35,35,KNN,0.8006700167504187,1.0139999389648438
0.31599998474121094,36,36,KNN,0.7999255536943979,1.0290000438690186
0.31400012969970703,37,37,KNN,0.800390843104411,1.065999984741211
0.31800007820129395,38,38,KNN,0.8001116694584032,1.0490000247955322
0.31800007820129395,39,39,KNN,0.8004839009864135,1.0509998798370361
0.31799983978271484,40,40,KNN,0.7997394379303927,1.068000078201294
0.3190000057220459,41,41,KNN,0.8000186115764005,1.069000005722046
0.312000036239624,42,42,KNN,0.7989949748743719,1.068000078201294
0.31800007820129395,43,43,KNN,0.7992741485203797,1.0910000801086426
0.31399989128112793,44,44,KNN,0.7979713381723432,1.1220002174377441
0.32399988174438477,45,45,KNN,0.7984366275823562,1.121000051498413
0.31599998474121094,46,46,KNN,0.7974129908803276,1.1200001239776611
0.3190000057220459,47,47,KNN,0.7975991066443328,1.1400001049041748
0.3080000877380371,48,48,KNN,0.7973199329983249,1.1510000228881836
0.31399989128112793,49,49,KNN,0.7973199329983249,1.1440000534057617
0.30900001525878906,50,50,KNN,0.7968546435883119,1.1649999618530273
