fit_time,index,name,score,score_time
0.5320000648498535,"2
(15.15)",Neural Network w/ 2 layers,0.9947460595446584,0.0
0.49000000953674316,"3
(15.15.15)",Neural Network w/ 3 layers,0.9824868651488616,0.0
0.5079998970031738,"4
(15.15.15.15)",Neural Network w/ 4 layers,0.9859894921190894,0.002000093460083008
0.5699999332427979,"5
(15.15.15.15.15)",Neural Network w/ 5 layers,0.9877408056042032,0.0
