fit_time,index,name,score,score_time
0.7409999370574951,"2
(15.15)",Neural Network w/ 2 layers,0.9929947460595446,0.0
0.5320000648498535,"3
(15.15.15)",Neural Network w/ 3 layers,0.9947460595446584,0.0
0.5299999713897705,"4
(15.15.15.15)",Neural Network w/ 4 layers,0.9947460595446584,0.0
0.5850000381469727,"5
(15.15.15.15.15)",Neural Network w/ 5 layers,0.9754816112084063,0.0009999275207519531
