fit_time,index,name,score,score_time
0.9449999332427979,"2
(15.15)",Neural Network w/ 2 layers,0.957968476357268,0.0010001659393310547
0.749000072479248,"3
(15.15.15)",Neural Network w/ 3 layers,0.9667250437828371,0.0009999275207519531
0.5920000076293945,"4
(15.15.15.15)",Neural Network w/ 4 layers,0.9562171628721541,0.0
0.5740001201629639,"5
(15.15.15.15.15)",Neural Network w/ 5 layers,0.9457092819614711,0.0009999275207519531
