fit_time,index,name,score,score_time
0.7350001335144043,"2
(15.15)",Neural Network w/ 2 layers,0.9929947460595446,0.0009999275207519531
0.49699997901916504,"3
(15.15.15)",Neural Network w/ 3 layers,0.9877408056042032,0.0010001659393310547
0.5799999237060547,"4
(15.15.15.15)",Neural Network w/ 4 layers,0.9842381786339754,0.0010001659393310547
0.5969998836517334,"5
(15.15.15.15.15)",Neural Network w/ 5 layers,0.9842381786339754,0.0009999275207519531
