fit_time,index,name,score,score_time
0.6770000457763672,"2
(15.15)",Neural Network w/ 2 layers,0.9964973730297724,0.0
0.5360000133514404,"3
(15.15.15)",Neural Network w/ 3 layers,0.9912434325744308,0.0
0.5950000286102295,"4
(15.15.15.15)",Neural Network w/ 4 layers,0.9929947460595446,0.0
0.6679999828338623,"5
(15.15.15.15.15)",Neural Network w/ 5 layers,0.9964973730297724,0.0
